lat,long,alt,dbm_0,dbm_1
52.3958579261886,0.6584711470536231,2261.634,-57.365897709923665,-60.45552900763359
52.3958579261886,0.6584711470536231,2261.634,-65.36311832061068,-61.901670229007635
52.58755008935046,0.32604956902342214,2261.864,-60.2460786259542,-65.50079694656488
52.58755008935046,0.32604956902342214,2261.864,-58.595791603053435,-66.74493053435114
53.178322627776936,0.6524581228455442,2262.042,-68.05944045801526,-62.768329770992366
53.178322627776936,0.6524581228455442,2262.042,-59.65643358778626,-60.36562595419847
54.078785987920014,1.2446064980805183,2261.968,-62.471516030534346,-65.77069541984733
54.078785987920014,1.2446064980805183,2261.968,-62.79841145038168,-65.47893358778626
54.67278679142514,1.6397609839574967,2261.853,-60.75927938931298,-73.86824885496182
54.67278679142514,1.6397609839574967,2261.853,-56.26927633587786,-68.6833038167939
55.06006729998452,1.836844621513275,2261.953,-52.433850381679385,-67.2771427480916
55.06006729998452,1.836844621513275,2261.953,-50.088074999999996,-66.60011060606061
54.31433803140961,1.3305837861062055,2261.969,-51.33940305343511,-66.70007251908397
54.31433803140961,1.3305837861062055,2261.969,-51.3582893129771,-66.39058396946565
54.01399804493421,1.1976690024426644,2261.988,-50.77343181818182,-68.26014318181818
54.01399804493421,1.1976690024426644,2261.988,-50.87606106870229,-68.43917709923664
52.99676053771965,0.5414415203714601,2262.153,-50.673207633587786,-70.58296183206107
52.99676053771965,0.5414415203714601,2262.153,-50.21113282442748,-68.04598702290076
52.853603672152076,1.0998451578292805,2262.551,-50.803597709923665,-68.01139541984732
52.853603672152076,1.0998451578292805,2262.551,-50.95753053435114,-69.02186564885497
52.66903595772076,0.8289000300035323,2262.548,-50.3872320610687,-68.41138625954198
52.66903595772076,0.8289000300035323,2262.548,-50.82579236641221,-68.42656488549618
52.80017031729475,0.8634524890011996,2262.336,-50.80099236641222,-68.12710381679389
52.80017031729475,0.8634524890011996,2262.336,-50.45263358778626,-68.3348641221374
52.89323341095755,0.7856421465353313,2262.057,-50.88353358778626,-68.5386320610687
52.78658933911501,0.472336602376126,2261.83,-50.58586666666667,-68.5042
52.78658933911501,0.472336602376126,2261.83,-50.78673740458016,-68.88265267175572
52.980062614459506,0.47565722746352657,2262.125,-50.96302900763359,-68.03094351145037
52.980062614459506,0.47565722746352657,2262.125,-49.96902442748092,-68.48357099236641
52.62105725657711,0.4329378240478164,2261.903,-50.51541145038168,-64.17303129770993
52.62105725657711,0.4329378240478164,2261.903,-50.212623664122134,-64.61803740458015
52.49003421558514,0.278753086303315,2262.183,-50.48839160305344,-64.15313969465649
52.49003421558514,0.278753086303315,2262.183,-50.46774122137405,-64.28289923664121
52.495711509295305,0.22409737581857198,2262.682,-50.14221221374046,-64.77412748091602
52.495711509295305,0.22409737581857198,2262.682,-50.30555267175573,-64.7050893129771
52.42869717625825,0.14485108730724552,2263.111,-50.65049007633588,-64.27587557251908
52.42869717625825,0.14485108730724552,2263.111,-50.42257175572519,-65.06683435114503
52.09162175818567,0.3387935916040858,2264.33,-50.50069389312977,-65.28482900763359
52.09162175818567,0.3387935916040858,2264.33,-50.6658679389313,-64.88096870229008
49.49320220381917,1.2392216998391612,2265.748,-49.993309160305344,-65.36801679389313
49.49320220381917,1.2392216998391612,2265.748,-50.69929770992366,-65.65205419847328
46.66590977682498,2.192510582005935,2266.31,-50.8408106870229,-65.14027938931298
46.66590977682498,2.192510582005935,2266.31,-51.5444572519084,-64.37295725190839
44.395214803873614,3.3562553525594163,2266.37,-52.336329770992364,-65.89984351145038
44.395214803873614,3.3562553525594163,2266.37,-49.91308549618321,-64.50127633587786
42.51859082821744,4.591707695456439,2266.114,-50.19938244274809,-65.36458854961832
42.51859082821744,4.591707695456439,2266.114,-50.67906717557252,-65.52685419847329
42.027560554315684,4.827651629004475,2266.021,-50.751832061068704,-65.58919160305344
42.027560554315684,4.827651629004475,2266.021,-51.2373358778626,-66.80818473282443
41.838651378363835,4.609567278535766,2266.667,-51.72515572519084,-65.20514045801526
41.838651378363835,4.609567278535766,2266.667,-51.03706641221374,-65.82561984732824
41.729113000021165,4.5019610470633165,2266.984,-50.87709160305344,-68.53313435114504
41.729113000021165,4.5019610470633165,2266.984,-50.65021297709924,-65.04227099236641
41.70918681026613,4.364917918233643,2267.468,-51.24248244274809,-64.91614885496183
41.70918681026613,4.364917918233643,2267.468,-51.49052748091603,-62.88354274809161
41.66710804353727,4.3528021216197015,2267.66,-51.89130992366412,-63.55415267175572
41.66710804353727,4.3528021216197015,2267.66,-54.61309389312977,-65.60553816793893
41.649519563123626,4.358097172805051,2268.225,-53.23602290076336,-64.43918625954198
41.649519563123626,4.358097172805051,2268.225,-51.08433129770992,-66.43711145038168
41.53697555899067,4.373174609707692,2268.395,-57.55131832061069,-68.09713969465649
41.53697555899067,4.373174609707692,2268.395,-63.06168320610687,-70.16734351145038
41.52038895431254,4.372905368539671,2268.705,-61.15507557251908,-68.5040816793893
41.52038895431254,4.372905368539671,2268.705,-79.00872366412213,-79.42281145038167
41.46929330808848,4.368866770429541,2268.926,-76.16497175572519,-81.6972358778626
41.46929330808848,4.368866770429541,2268.926,-74.55879923664122,-79.6213320610687
41.43990496238586,4.3866366064528615,2269.169,-89.32490076335878,-101.57498473282442
41.43990496238586,4.3866366064528615,2269.169,-81.32814045801527,-82.48894045801526
41.42565606704912,4.391572672839512,2269.273,-79.31375572519084,-81.94756183206107
41.42565606704912,4.391572672839512,2269.273,-84.13594732824428,-84.35041526717558
41.44057287954286,4.353699586470892,2269.438,-78.4554427480916,-84.41395419847328
41.44057287954286,4.353699586470892,2269.438,-81.34063435114503,-83.42920076335878
41.42955224928478,4.330903939288467,2269.606,-97.68639770992367,-80.75527557251908
41.42955224928478,4.330903939288467,2269.606,-80.13477404580152,-82.40929618320611
41.46138962432703,4.3095442370097246,2269.765,-85.74466564885496,-87.28769694656488
41.46138962432703,4.3095442370097246,2269.765,-87.38620534351145,-85.07071603053436
41.47619511682254,4.296351480290801,2269.948,-80.50018181818182,-88.1740090909091
41.47619511682254,4.296351480290801,2269.948,-91.23554198473282,-92.8306038167939
41.46317073580156,4.289620481918218,2270.185,-91.31106412213741,-90.2057465648855
41.46317073580156,4.289620481918218,2270.185,-90.97049465648855,-94.19826183206108
41.44847656259619,4.273196846026125,2270.425,-96.93627022900763,-87.75898167938931
41.43344843222855,4.261529781266891,2270.547,-85.45931603053435,-90.08667938931298
41.43344843222855,4.261529781266891,2270.547,-90.71624732824428,-92.50947099236642
41.40628647586908,4.262158007233612,2270.668,-92.0532748091603,-90.08227328244274
41.40628647586908,4.262158007233612,2270.668,-86.06822290076336,-91.29961679389312
41.383911258190636,4.267094073620262,2270.766,-87.61028091603053,-87.61148320610687
41.383911258190636,4.267094073620262,2270.766,-91.07131832061069,-96.09505114503817
41.36999632143241,4.2708634317041465,2270.819,-91.20920839694656,-94.53610229007634
41.36999632143241,4.2708634317041465,2270.819,-94.15309007633589,-97.64827480916031
41.391147025503194,4.32210876662015,2270.739,-93.56391450381679,-91.49888320610687
41.391147025503194,4.32210876662015,2270.739,-91.57194885496183,-93.87624961832061
41.41151849171062,4.380264594020753,2270.644,-88.9643106870229,-94.70867099236641
41.41151849171062,4.380264594020753,2270.644,-101.60923129770993,-95.30126488549618
41.45916323427577,4.411855415013271,2270.681,-90.24059618320611,-95.62860839694656
41.45916323427577,4.411855415013271,2270.681,-90.61688167938931,-99.21030916030534
41.46550844514295,4.4267533578039,2270.706,-94.57484198473283,-95.13895572519084
41.46550844514295,4.4267533578039,2270.706,-92.55715114503816,-94.144593129771
41.495230749424074,4.448741286049364,2270.733,-94.83501832061069,-92.15817633587787
41.495230749424074,4.448741286049364,2270.733,-95.5817572519084,-96.95629083969466
41.525843609442454,4.463728974754222,2270.776,-98.25360305343511,-95.92022061068702
41.525843609442454,4.463728974754222,2270.776,-94.54105648854961,-95.49276564885496
41.571818559115094,4.485627159369009,2270.815,-90.7984465648855,-98.59680152671756
41.571818559115094,4.485627159369009,2270.815,-92.50122519083969,-100.00113511450381
41.6065502406575,4.51174343278061,2270.819,-93.41334045801527,-100.50285648854961
41.6065502406575,4.51174343278061,2270.819,-111.56562595419848,-98.08687938931298
41.65274782891039,4.509140779574161,2270.84,-92.2200824427481,-100.30488854961833
41.65274782891039,4.509140779574161,2270.84,-93.58968625954198,-94.91886564885496
41.667887279276286,4.517128231021966,2270.887,-89.75742366412213,-99.4924213740458
41.667887279276286,4.517128231021966,2270.887,-95.5176175572519,-100.18319541984732
41.68369464679916,4.542885518493091,2270.967,-92.30462442748092,-100.97554198473283
41.68369464679916,4.542885518493091,2270.967,-99.44001221374046,-98.05629007633588
41.69404735990025,4.570168500207458,2271.004,-94.89708396946565,-101.66588549618321
41.69404735990025,4.570168500207458,2271.004,-105.78077121212121,-102.66883484848485
41.70751701808174,4.593143640360121,2271.07,-92.83247424242424,-97.02934393939394
41.70751701808174,4.593143640360121,2271.07,-105.09968778625955,-98.93973053435114
41.7208753569731,4.616208529852343,2271.136,-94.11031755725192,-103.42019847328244
41.7208753569731,4.616208529852343,2271.136,-99.60179694656489,-93.58211221374046
41.7366827252041,4.6418760714092375,2271.216,-103.59603053435114,-101.9986106870229
41.7366827252041,4.6418760714092375,2271.216,-98.16368625954199,-106.88959618320611
41.75983717862157,4.651030227734479,2271.32,-100.49505038167939,-100.61330381679389
41.75983717862157,4.651030227734479,2271.32,-100.09140763358779,-94.95425343511451
41.79267642798309,4.645196696496638,2271.411,-93.57667633587786,-95.89277099236641
41.79267642798309,4.645196696496638,2271.411,-100.13862595419847,-105.11196183206107
41.830636375312274,4.643671003395172,2271.478,-100.10800152671756,-92.24183816793892
41.830636375312274,4.643671003395172,2271.478,-96.85440381679389,-99.78204732824427
41.88061882580257,4.629760272511742,2271.545,-93.69152977099236,-104.69265648854962
41.88061882580257,4.629760272511742,2271.545,-104.36665648854962,-102.07236641221374
41.92258627394943,4.6158495439118665,2271.606,-97.65060916030534,-98.7997717557252
41.92258627394943,4.6158495439118665,2271.606,-95.83410984848484,-99.05278787878788
41.95909906767449,4.60355425318591,2271.624,-105.60237404580153,-98.22389465648855
41.95909906767449,4.60355425318591,2271.624,-95.62343282442748,-104.66076335877862
42.01609464689708,4.57788671048724,2271.597,-95.2226,-98.28973053435115
42.01609464689708,4.57788671048724,2271.597,-109.14019083969465,-112.33653435114505
42.06396202804249,4.560206621519928,2271.6,-90.29616641221374,-104.36390076335879
